id,prix_df_results,prix_df_final
68fb3cbdd0d95991e103d7d0,0,620000.0
68fb77d2b756576ab407b157,0,520000.0
68fc943ed0d95991e1049642,0,500000.0
68fa4131b756576ab40707ea,0,157.0
68fa2138b756576ab406ed2d,0,2.0
68f8bc9bb756576ab4062074,560000,560000.0
68f8b534d0d95991e1027066,0,550000.0
67a3310becbb2843cb40b8a2,0,648000.0
68f7af7fb756576ab40599ca,0,180.0
67f1223fca3467b14e74bb2e,300000,300000.0
68f8f378d0d95991e1029f56,0,355.0
68f896c7d0d95991e10255ea,0,670000.0
68f8de7fd0d95991e1028efe,1800000,1800000.0
68fa002ad0d95991e10325e5,1080000,1080000.0
68f8b017b756576ab4061690,0,450000.0
68f911f2d0d95991e102b513,0,150000000.0
68f65b1bb756576ab404db87,0,800000.0
68f612c0b756576ab4049ee3,0,480000.0
68f62909d0d95991e10104a8,199000,199000.0
68f772add0d95991e101bf4f,29705907,1.0
685bbb7fd5464a896c9ab66a,0,1000.0
68f67681d0d95991e101462e,285000,285000.0
68f60e376bcfa867f54df90c,0,330.0
68f767c7b756576ab4056273,390,390000.0
68f621ca5709529b94aa44ad,0,480000.0
68d5202207c7711d7c753fd1,0,880000.0
67372ba70d8480a1e00ef3ca,0,830000.0
68f62ca4223685127da5dc28,0,0.0
68dd1e6307c7711d7c7a02cf,870000,870000.0
68f74d23b756576ab4054960,0,850000.0
68f6218fb756576ab404a884,0,0.0
68f3c472d0d95991e1ffc40d,0,46.0
68f3c9a4d0d95991e1ffc7bc,0,0.0
68f4fb37b756576ab4041570,0,150.0
68f39052b756576ab4034f73,0,150000.0
68f4cb1bb756576ab403f432,143000,143.0
68f37bd9b756576ab403401a,0,1690000.0
68b05729032c2f25721acfc8,1000000,1.0
68dfa6fc6c505afdc05d351a,0,450000.0
68f54f9b816f69e252eef1e9,0,110.0
6899be15dbb2ce981b9cf356,395000,394000.0
68f609a9d0d95991e100f00c,0,1.0
68f57f64d0d95991e100c2b1,0,190000.0
68f4c6e37affbf2b037c5233,0,170000.0
685c4494d5464a896c9b3963,0,170000.0
68f5f69bd0d95991e100e3fb,900000,900000.0
68f53713d0d95991e1009853,0,150000.0
68f229e5b4ca0f9adbcc9d9b,676600,676600.0
68f263dcb756576ab402b907,0,850000.0
68f222acb4ca0f9adbcc99ad,0,550000.0
68f115b953fa6375757df27d,0,560000.0
68f22d1bb756576ab4028f62,0,1.0
68f0dc5753fa6375757dbefc,0,460000.0
68f35dbbb756576ab4032af8,0,395000.0
68f24ec1b756576ab402a7fa,0,699999.0
68cbe488516f1ddb82dd0166,1200000,1200000.0
68f25174b756576ab402aa14,0,360000.0
68f0e26b3e7ffb8ac15c4bcc,0,200.0
68f00f0853fa6375757d5bd9,220,220.0
68efbcbb53fa6375757d1578,0,0.0
68ef676e3e7ffb8ac15b5560,0,0.0
68f0b3cb3e7ffb8ac15c2167,0,580000.0
68ef58af3e7ffb8ac15b4aaa,0,220000.0
68ef46f43e7ffb8ac15b4205,0,120.0
685f07e5d5464a896c9cfb9b,360000,350000.0
68eed2ac3e7ffb8ac15b2841,0,235000.0
68246dd6a9299683d0ac6389,0,750000.0
68ee5fb43e7ffb8ac15ad3cf,0,380000.0
68ed119f3e7ffb8ac15a11b6,0,0.0
68ee6b623e7ffb8ac15add98,0,24570011.0
68ee3cf453fa6375757c2f06,0,140000.0
68714cd994cd0376dcdba0fc,0,2500000.0
68eeb39c3e7ffb8ac15b12bf,0,0.0
68e60b80e7035d31a411f273,0,860000.0
68aecc8482a3d05f239388f2,0,685000.0
68ed07c953fa6375757b81c6,0,900000.0
68ef2e353e7ffb8ac15b3a57,0,90000.0
68ee259dabda4e1dc402d785,0,265.0
68ee6c7753fa6375757c5746,0,123.0
68daac64516f1ddb82e60bab,720000,720000.0
68eba12853fa6375757abc7b,6000000,6000000.0
68ecd72e53fa6375757b5e2b,0,170000.0
68eac37d3e7ffb8ac158ef02,0,350000.0
68ebd4653e7ffb8ac1596bb6,850,850.0
68eccb613e7ffb8ac159de75,0,355.0
68ead21053fa6375757a7086,0,690.0
68ece8a83e7ffb8ac159f202,0,400000.0
68ebe87753fa6375757af28c,0,700000.0
68ecc2683e7ffb8ac159d8ee,350000,350000.0
68eb8c573e7ffb8ac159345b,27303400,250000.0
68eb626653fa6375757a92eb,0,0.0
680b6d33c5beda2b51cfb861,330000,330000.0
68ecad593e7ffb8ac159cb2b,0,700000.0
68ecbb597c2836ef658b30dd,0,900000.0
68a4757cccec382a0d70727c,1650000,1650000.0
68ea9c1353fa6375757a48e6,0,90.0
68ecd04b3e7ffb8ac159e157,0,400000.0
68eab56653fa6375757a5c92,0,275.0
68e8ce993e7ffb8ac157b678,0,2100000.0
68b59618711369bbe4f5af47,1950000,1950.0
68ea643c3e7ffb8ac158a974,600000,600000.0
68a5a2373398639ecd901772,0,520000.0
6821bee8cb21b3571b421e92,0,1150000.0
68e8ca4153fa637575792998,950000,950000.0
68e95a623e7ffb8ac1582842,0,27108709.0
68a70dcd3398639ecd911c7a,0,570000.0
68ea8d143e7ffb8ac158c631,220,200.0
68e822413e7ffb8ac15777bb,0,140000.0
68b85c0f711369bbe4f78474,0,195000.0
68ea3ea353fa6375757a0495,0,330000.0
68e68278e7035d31a41257b9,0,450000.0
68e69128e7035d31a412632e,0,0.0
68e681fe6c505afdc0614b43,0,390000.0
68d691ca516f1ddb82e3a5cd,7000,6500.0
68e681966c505afdc0614ada,0,245000.0
68e7e1773e7ffb8ac1574508,False,380000.0
68e681806c505afdc0614ac8,239000,239000.0
68e68ed5e7035d31a4126176,0,370000.0
68e69b64e7035d31a4126b33,0,580000.0
68e6815f6c505afdc0614aa7,0,0.0
68e69a17e7035d31a4126a59,0,0.0
68e6fdab6c505afdc061a3a5,0,370.0
67922fdcc572f8fd2af6f920,0,1.0
